['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '69', '1', '1418682163.170388', '0', '0', '0']
['4', '16', '90', '11.4', '117', '0.3478', '0.39', '0.56', '0', '0', '0', '0', '0', '?', '14647', '1', '1418683114.216857', '1', '3', '14']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683114.363865', '1', '3', '14']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683116.125609', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.136034', '13124', '0', '1418683116.204041', '1', '2', '34']
['4', '16', '90', '11.4', '117', '0.3478', '0.39', '0.56', '0', '0', '0', '0', '0', '?', '14647', '1', '1418683117.951238', '1', '3', '14']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683118.108108', '1', '3', '14']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683119.740337', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '8.07759', '12344', '0', '1418683119.824530', '1', '2', '34']
['4', '16', '90', '11.4', '117', '0.3478', '0.39', '0.56', '0', '0', '0', '0', '0', '?', '14647', '1', '1418683121.445825', '1', '3', '14']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683121.588195', '1', '3', '14']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683123.275310', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.137987', '13122', '0', '1418683123.356877', '1', '2', '34']
['4', '16', '90', '11.4', '117', '0.3478', '0.39', '0.56', '0', '0', '0', '0', '0', '?', '14647', '1', '1418683125.020797', '1', '3', '14']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683125.182309', '1', '3', '14']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683126.770653', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '8.08118', '13364', '0', '1418683126.865225', '1', '2', '34']
['4', '16', '90', '11.4', '117', '0.2853', '0.39', '0.56', '0', '0', '0', '0', '0', '?', '16951', '1', '1418683128.595646', '1', '3', '14']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683128.739399', '1', '3', '14']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683130.425267', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.139884', '17988', '0', '1418683130.504584', '1', '2', '34']
['4', '16', '90', '11.4', '117', '0.2853', '0.39', '0.56', '0', '0', '0', '0', '0', '?', '16951', '1', '1418683132.210382', '1', '3', '14']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683132.369264', '1', '3', '14']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683134.120142', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '8.08477', '14150', '0', '1418683134.200963', '1', '2', '34']
['4', '16', '90', '11.4', '117', '0.2853', '0.39', '0.56', '0', '0', '0', '0', '0', '?', '16951', '1', '1418683135.825242', '1', '3', '14']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683135.972746', '1', '3', '14']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683137.615228', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.141893', '13111', '0', '1418683137.692800', '1', '2', '34']
['4', '16', '90', '11.4', '117', '0.2853', '0.39', '0.56', '0', '0', '0', '0', '0', '?', '16951', '1', '1418683139.479483', '1', '3', '14']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683139.633737', '1', '3', '14']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683141.308730', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17990', '0', '1418683141.389794', '0', '0', '0']
['4', '16', '90', '11.4', '117', '0.2853', '0.39', '0.56', '0', '0', '0', '0', '1', '?', '16950', '1', '1418683143.093966', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683143.238845', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683144.804186', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.54023', '13124', '0', '1418683144.882010', '0', '0', '0']
['4', '16', '90', '11.4', '117', '0.2853', '0.39', '0.56', '0', '0', '0', '0', '1', '?', '16950', '1', '1418683146.629181', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683146.784445', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683148.458803', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.528736', '14145', '0', '1418683148.543359', '0', '0', '0']
['4', '16', '90', '11.4', '117', '0.2853', '0.39', '0.56', '0', '0', '0', '0', '1', '?', '16950', '1', '1418683150.323425', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683150.489186', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683152.113041', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.528736', '14147', '0', '1418683152.209104', '0', '0', '0']
['4', '16', '90', '11.4', '117', '0.2853', '0.39', '0.56', '0', '0', '0', '0', '1', '?', '16950', '1', '1418683153.977549', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683154.122048', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683155.767652', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.528736', '14146', '0', '1418683155.850461', '0', '0', '0']
['4', '16', '90', '11.4', '117', '0.2853', '0.39', '1.15', '0', '0', '0', '0', '1', '?', '13617', '1', '1418683157.592272', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683157.750279', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683159.421765', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.54023', '13124', '0', '1418683159.505825', '0', '0', '0']
['4', '16', '90', '11.4', '117', '0.2853', '0.39', '1.15', '0', '0', '0', '0', '1', '?', '13617', '1', '1418683161.168256', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683161.316253', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683162.957234', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.517241', '16962', '0', '1418683163.032551', '0', '0', '0']
['4', '16', '90', '11.4', '117', '0.2853', '0.39', '1.15', '0', '0', '0', '0', '1', '?', '13617', '1', '1418683164.821618', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683164.973510', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683166.651974', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.54023', '13124', '0', '1418683166.729793', '0', '0', '0']
['4', '16', '90', '11.4', '117', '0.2853', '0.39', '1.15', '0', '0', '0', '0', '1', '?', '13617', '1', '1418683168.515980', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683168.677736', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683170.186459', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.528736', '14145', '0', '1418683170.285139', '0', '0', '0']
['4', '16', '90', '11.4', '112', '0.2853', '0.39', '1.15', '0', '0', '0', '0', '1', '?', '13622', '1', '1418683172.051067', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683172.197705', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683173.880314', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.517241', '16962', '0', '1418683173.955383', '0', '0', '0']
['4', '16', '90', '11.4', '112', '0.2853', '0.39', '1.15', '0', '0', '0', '0', '1', '?', '13622', '1', '1418683175.705191', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683175.864692', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683177.415913', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.505747', '17977', '0', '1418683177.509503', '0', '0', '0']
['4', '16', '90', '11.4', '112', '0.2853', '0.39', '1.15', '0', '0', '0', '0', '1', '?', '13622', '1', '1418683179.280032', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683179.430668', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683181.149550', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17989', '0', '1418683181.252727', '0', '0', '0']
['4', '16', '90', '11.4', '112', '0.2853', '0.39', '1.15', '0', '0', '0', '0', '1', '?', '13622', '1', '1418683182.974552', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683183.126919', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683184.804773', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17989', '0', '1418683184.883082', '0', '0', '0']
['4', '16', '90', '11.4', '112', '0.2853', '0.39', '1.15', '0', '0', '0', '0', '1', '?', '13622', '1', '1418683186.549125', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683186.692635', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683188.260115', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.528736', '14146', '0', '1418683188.336549', '0', '0', '0']
['4', '16', '90', '11.4', '112', '0.2853', '0.39', '1.15', '0', '0', '0', '0', '1', '?', '13622', '1', '1418683190.005100', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683190.165597', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683191.836332', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.54023', '13125', '0', '1418683191.920897', '0', '0', '0']
['4', '16', '90', '11.4', '112', '0.2853', '0.39', '1.15', '0', '0', '0', '0', '1', '?', '13622', '1', '1418683193.659701', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683193.804210', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683195.449071', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.505747', '17976', '0', '1418683195.553627', '0', '0', '0']
['4', '16', '90', '11.4', '112', '0.2853', '0.39', '1.15', '0', '0', '0', '0', '1', '?', '13622', '1', '1418683197.313929', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683197.463582', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683199.143565', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.528736', '14146', '0', '1418683199.218997', '0', '0', '0']
['4', '16', '90', '11.4', '112', '0.2667', '0.39', '1.15', '0', '0', '0', '0', '1', '?', '17462', '1', '1418683200.889165', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683201.057063', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683202.718923', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.517241', '16961', '0', '1418683202.813237', '0', '0', '0']
['4', '16', '90', '11.4', '112', '0.2667', '0.39', '1.15', '0', '0', '0', '0', '1', '?', '17462', '1', '1418683204.582662', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683204.726420', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683206.452039', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.54023', '13124', '0', '1418683206.556982', '0', '0', '0']
['4', '16', '90', '11.4', '112', '0.2667', '0.39', '1.15', '0', '0', '0', '0', '1', '?', '17462', '1', '1418683208.277153', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683208.432289', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683210.106170', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.528736', '14145', '0', '1418683210.187341', '0', '0', '0']
['4', '16', '90', '11.4', '112', '0.2667', '0.39', '1.15', '0', '0', '0', '0', '1', '?', '17462', '1', '1418683211.851758', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683211.996511', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683213.721131', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17990', '0', '1418683213.817084', '0', '0', '0']
['4', '16', '90', '11.4', '119', '0.2667', '0.39', '1.15', '0', '0', '0', '0', '1', '?', '17222', '1', '1418683215.585758', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683215.731143', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683217.415251', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.528736', '14146', '0', '1418683217.496193', '0', '0', '0']
['4', '16', '90', '11.4', '119', '0.2667', '0.39', '1.15', '0', '0', '0', '0', '1', '?', '17222', '1', '1418683219.161505', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683219.325509', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683220.870841', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.54023', '13123', '0', '1418683220.968653', '0', '0', '0']
['4', '16', '90', '11.4', '119', '0.2667', '0.39', '1.15', '0', '0', '0', '0', '1', '?', '17222', '1', '1418683222.815225', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683222.963606', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683224.604588', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.54023', '13124', '0', '1418683224.684904', '0', '0', '0']
['4', '16', '90', '11.4', '119', '0.2667', '0.39', '1.15', '0', '0', '0', '0', '1', '?', '17222', '1', '1418683226.429597', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683226.584225', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683228.139563', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.54023', '13124', '0', '1418683228.229125', '0', '0', '0']
['4', '16', '90', '11.4', '119', '0.2667', '0.39', '1.15', '0', '0', '0', '0', '1', '?', '17222', '1', '1418683229.964551', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683230.116312', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683231.795049', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.528736', '14145', '0', '1418683231.870855', '0', '0', '0']
['4', '16', '90', '11.4', '118', '0.2667', '0.39', '1.15', '0', '0', '0', '0', '1', '?', '17456', '1', '1418683233.539537', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683233.697199', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683235.249757', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.551724', '17989', '0', '1418683235.339826', '0', '0', '0']
['4', '16', '90', '11.4', '118', '0.2667', '0.39', '1.15', '0', '0', '0', '0', '1', '?', '17456', '1', '1418683237.074629', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683237.226259', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683238.904369', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.54023', '13124', '0', '1418683238.980812', '0', '0', '0']
['4', '16', '90', '11.4', '118', '0.2667', '0.39', '1.15', '0', '0', '0', '0', '1', '?', '17456', '1', '1418683240.649614', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683240.806361', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683242.361066', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.528736', '14145', '0', '1418683242.455023', '0', '0', '0']
['4', '16', '90', '11.4', '118', '0.2667', '0.39', '1.15', '0', '0', '0', '0', '1', '?', '17456', '1', '1418683244.224575', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683244.365839', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683246.093828', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.54023', '13125', '0', '1418683246.169890', '0', '0', '0']
['4', '16', '90', '13', '118', '0.2667', '0.39', '1.15', '0', '0', '0', '0', '1', '?', '14386', '1', '1418683247.918952', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683248.071203', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683249.628926', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.54023', '13124', '0', '1418683249.715114', '0', '0', '0']
['4', '16', '90', '13', '118', '0.2667', '0.39', '1.15', '0', '0', '0', '0', '1', '?', '14386', '1', '1418683251.493800', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683251.664061', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683253.442303', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.54023', '13124', '0', '1418683253.530750', '0', '0', '0']
['4', '16', '90', '13', '118', '0.2667', '0.39', '1.15', '0', '0', '0', '0', '1', '?', '14386', '1', '1418683255.267048', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683255.414893', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683257.098430', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.517241', '16953', '0', '1418683257.199113', '0', '0', '0']
['4', '16', '90', '13', '118', '0.2667', '0.39', '1.15', '0', '0', '0', '0', '1', '?', '14386', '1', '1418683258.922545', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683259.072788', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683260.632264', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.54023', '13125', '0', '1418683260.717595', '0', '0', '0']
['4', '16', '90', '13', '118', '0.2667', '0.39', '1.15', '0', '0', '1', '0', '1', '?', '14385', '1', '1418683262.576028', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683262.743040', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683264.484780', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.54023', '13125', '0', '1418683264.576852', '0', '0', '0']
['4', '16', '90', '13', '118', '0.2667', '0.39', '1.15', '0', '0', '1', '0', '1', '?', '14385', '1', '1418683266.310643', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683266.454152', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683268.139021', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.528736', '14146', '0', '1418683268.214097', '0', '0', '0']
['4', '16', '90', '13', '118', '0.2667', '0.39', '1.15', '0', '0', '1', '0', '1', '?', '14385', '1', '1418683269.884642', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683270.029133', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683271.753629', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.528736', '14146', '0', '1418683271.855700', '0', '0', '0']
['4', '16', '90', '13', '118', '0.2667', '0.39', '1.15', '0', '0', '1', '0', '1', '?', '14385', '1', '1418683273.579367', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683273.732509', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683275.289347', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.517241', '16961', '0', '1418683275.379416', '0', '0', '0']
['4', '16', '90', '13', '118', '0.2667', '0.39', '1.15', '0', '0', '1', '0', '1', '?', '14385', '1', '1418683277.034329', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683277.182467', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683278.824571', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.54023', '13124', '0', '1418683278.904765', '0', '0', '0']
['4', '16', '90', '13', '118', '0.2667', '0.39', '1.15', '0', '0', '1', '0', '1', '?', '14385', '1', '1418683280.649068', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683280.792455', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683282.479183', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.528736', '14146', '0', '1418683282.581379', '0', '0', '0']
['4', '16', '90', '13', '118', '0.2667', '0.39', '1.15', '0', '0', '1', '0', '1', '?', '14385', '1', '1418683284.303551', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683284.460559', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683286.053944', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.54023', '13123', '0', '1418683286.144480', '0', '0', '0']
['4', '16', '90', '13', '118', '0.2667', '0.39', '1.15', '0', '0', '1', '0', '1', '?', '14385', '1', '1418683287.918407', '0', '0', '0']
['4', '16', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '17718', '0', '1418683288.062036', '0', '0', '0']
['4', '3', '16', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '12869', '1', '1418683289.708023', '0', '0', '0']
['4', '3', '46', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '0.54023', '13125', '0', '1418683289.786592', '0', '0', '0']
